Number,Type of Payment,Process,System,Volume,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
INC-2025-01298,Proces X,Proces X,SOLEMOS,83,DC,Dr. X,Closed,Medium,Medium,Medium,Friday,2025-01-10T14:42:10.000000,2025-01-10T15:25:10.000000,2025-01-11T09:54:28.847671,2025-01-11T10:57:28.847671
INC-2025-01299,Money Rates,Money Rates,SOLEMOS,6,DC,Dr. X,Closed,High,High,High,Friday,2025-01-10T10:29:38.000000,2025-01-10T10:44:38.000000,2025-01-10T14:04:59.519621,2025-01-10T15:16:59.519621
INC-2025-01300,Proces X,Proces X,SOLEMOS,144,DC,Punisher,New,Medium,Medium,Medium,Friday,2025-01-10T11:06:47.000000,,,
INC-2025-01301,Money Rates,Money Rates,SOLEMOS,8,Avengers,Iron Man,Closed,Critical,High,High,Friday,2025-01-10T04:09:18.000000,2025-01-10T04:24:18.000000,2025-01-10T05:09:41.199424,2025-01-10T05:56:41.199424
INC-2025-01302,Proces X,Proces X,SOLEMOS,246,People,Kevin Hart,Closed,High,High,High,Friday,2025-01-10T09:40:53.000000,2025-01-10T10:04:53.000000,2025-01-10T23:40:37.185903,2025-01-11T00:36:37.185903
INC-2025-01303,Money Rates,Money Rates,SOLEMOS,8,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Friday,2025-01-10T11:47:13.000000,2025-01-10T12:12:13.000000,2025-01-11T08:43:27.047067,2025-01-11T09:34:27.047067
INC-2025-01304,Domestic Payment,Domestic Payment,STP CAT,1501,DC,Batman,Closed,Medium,Low,Medium,Friday,2025-01-10T23:50:24.000000,2025-01-11T00:49:24.000000,2025-01-11T19:50:43.900696,2025-01-11T20:25:43.900696
INC-2025-01305,Domestic Payment,Domestic Payment,STP CAT,4667,DC,Batman,Closed,Medium,Low,Medium,Friday,2025-01-10T04:26:21.000000,2025-01-10T05:14:21.000000,2025-01-10T23:53:50.581225,2025-01-11T00:29:50.581225
INC-2025-01306,SEPA Payment,SEPA Payment,STP CAT,24731,DC,Batman,Closed,Critical,High,High,Friday,2025-01-10T06:54:30.000000,2025-01-10T07:06:30.000000,2025-01-10T10:33:19.960817,2025-01-10T11:28:19.960817
INC-2025-01307,Money Rates,Money Rates,SOLEMOS,1,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-01-10T14:50:09.000000,2025-01-10T15:15:09.000000,2025-01-11T00:57:28.212954,2025-01-11T02:17:28.212954
INC-2025-01308,SEPA Payment,SEPA Payment,Stargate,80357,DC,Punisher,Closed,High,High,High,Friday,2025-01-10T17:08:32.000000,2025-01-10T18:26:32.000000,2025-01-11T08:25:49.863498,2025-01-11T09:10:49.863498
INC-2025-01309,Proces X,Proces X,SOLEMOS,175,People,Dwayne Johnson,Closed,High,High,High,Friday,2025-01-10T12:39:32.000000,2025-01-10T12:55:32.000000,2025-01-11T02:48:19.283226,2025-01-11T04:12:19.283226
INC-2025-01310,International Transfer,International Transfer,Stargate,2,Avengers,Doctor Strange,Closed,High,High,High,Friday,2025-01-10T10:41:06.000000,2025-01-10T11:22:06.000000,2025-01-10T17:28:59.212870,2025-01-10T18:53:59.212870
INC-2025-01311,SEPA Payment,SEPA Payment,Stargate,90445,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Friday,2025-01-10T12:33:59.000000,2025-01-10T13:44:59.000000,2025-01-11T18:08:38.451230,2025-01-11T18:31:38.451230
INC-2025-01312,Money Rates,Money Rates,SOLEMOS,7,People,Mark,Closed,Medium,Medium,Medium,Friday,2025-01-10T13:51:42.000000,2025-01-10T14:55:42.000000,2025-01-11T07:24:57.265139,2025-01-11T07:58:57.265139
INC-2025-01313,Money Rates,Money Rates,SOLEMOS,6,Avengers,Iron Man,Closed,High,High,High,Friday,2025-01-10T17:29:16.000000,2025-01-10T18:34:16.000000,2025-01-11T03:22:36.348594,2025-01-11T04:19:36.348594
INC-2025-01314,SEPA Payment,SEPA Payment,Stargate,84941,DC,Batman,Closed,Medium,Low,Medium,Friday,2025-01-10T17:50:37.000000,2025-01-10T19:15:37.000000,2025-01-12T06:01:56.266144,2025-01-12T07:11:56.266144
INC-2025-01315,International Transfer,International Transfer,Stargate,41,Avengers,Thor,Closed,Critical,Medium,Medium,Friday,2025-01-10T12:08:48.000000,2025-01-10T13:08:48.000000,2025-01-10T16:55:59.487044,2025-01-10T18:10:59.487044
INC-2025-01316,Domestic Payment,Domestic Payment,STP CAT,922,DC,Dr. X,Closed,Medium,Low,Low,Friday,2025-01-10T10:36:20.000000,2025-01-10T11:14:20.000000,2025-01-10T20:34:06.247556,2025-01-10T20:59:06.247556
INC-2025-01317,Money Rates,Money Rates,SOLEMOS,10,Avengers,Thor,Closed,Critical,High,High,Friday,2025-01-10T15:25:13.000000,2025-01-10T16:30:13.000000,2025-01-10T19:24:32.182804,2025-01-10T20:06:32.182804
INC-2025-01318,Money Rates,Money Rates,SOLEMOS,7,Avengers,Thor,In Progress,Critical,High,High,Friday,2025-01-10T01:52:28.000000,2025-01-10T02:45:28.000000,,
INC-2025-01319,International Transfer,International Transfer,Stargate,38,Avengers,Thor,Closed,Critical,High,High,Friday,2025-01-10T11:51:58.000000,2025-01-10T13:02:58.000000,2025-01-10T13:24:13.494753,2025-01-10T14:14:13.494753
INC-2025-01320,Basic Payment,Basic Payment,STP CAT,4421,DC,Punisher,Closed,Low,Low,Low,Friday,2025-01-10T12:24:08.000000,2025-01-10T13:27:08.000000,2025-01-14T07:54:38.546783,2025-01-14T08:12:38.546783
INC-2025-01321,Proces X,Proces X,SOLEMOS,154,People,Kevin Hart,Closed,Medium,Medium,Medium,Friday,2025-01-10T15:24:24.000000,2025-01-10T15:48:24.000000,2025-01-12T03:27:45.333264,2025-01-12T04:07:45.333264
INC-2025-01322,Domestic Payment,Domestic Payment,STP CAT,18235,Avengers,Hulk,Closed,Medium,Medium,Medium,Friday,2025-01-10T07:59:17.000000,2025-01-10T09:21:17.000000,2025-01-11T02:03:46.868345,2025-01-11T02:43:46.868345
INC-2025-01323,SEPA Payment,SEPA Payment,Stargate,96319,People,Dwayne Johnson,Closed,Critical,High,Medium,Friday,2025-01-10T12:10:43.000000,2025-01-10T12:49:43.000000,2025-01-10T15:08:40.709520,2025-01-10T16:16:40.709520
INC-2025-01324,Proces X,Proces X,SOLEMOS,133,People,Kevin Hart,Closed,Medium,Medium,Medium,Friday,2025-01-10T12:27:23.000000,2025-01-10T13:33:23.000000,2025-01-11T01:39:11.580256,2025-01-11T02:47:11.580256
INC-2025-01325,SEPA Payment,SEPA Payment,Stargate,10881,Avengers,Thor,Closed,High,High,High,Friday,2025-01-10T08:31:31.000000,2025-01-10T09:27:31.000000,2025-01-10T21:30:10.604631,2025-01-10T22:03:10.604631
INC-2025-01326,Domestic Payment,Domestic Payment,STP CAT,17826,DC,Punisher,Closed,Low,Low,Low,Friday,2025-01-10T09:38:01.000000,2025-01-10T10:15:01.000000,2025-01-11T21:47:38.276150,2025-01-11T22:36:38.276150
INC-2025-01327,Basic Payment,Basic Payment,STP CAT,1632,DC,Aquaman,Closed,Low,Low,Low,Friday,2025-01-10T16:17:47.000000,2025-01-10T16:55:47.000000,2025-01-12T22:48:25.049892,2025-01-12T23:05:25.049892
INC-2025-01328,Basic Payment,Basic Payment,STP CAT,3667,People,Mark,Closed,Medium,Medium,Medium,Friday,2025-01-10T14:14:54.000000,2025-01-10T14:33:54.000000,2025-01-11T21:30:44.204457,2025-01-11T21:53:44.204457
INC-2025-01329,Money Rates,Money Rates,SOLEMOS,6,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-01-10T16:55:51.000000,2025-01-10T17:42:51.000000,2025-01-11T11:02:34.553301,2025-01-11T12:24:34.553301
INC-2025-01330,Money Rates,Money Rates,SOLEMOS,4,Avengers,Hulk,On Hold,High,Medium,High,Friday,2025-01-10T20:03:14.000000,,,
INC-2025-01331,Domestic Payment,Domestic Payment,STP CAT,18993,DC,Punisher,New,Critical,High,High,Friday,2025-01-10T23:28:14.000000,,,
INC-2025-01332,Basic Payment,Basic Payment,STP CAT,3875,People,Scarlett Johansson,Closed,Low,Low,Low,Friday,2025-01-10T08:36:13.000000,2025-01-10T08:51:13.000000,2025-01-12T18:31:30.795187,2025-01-12T19:56:30.795187
INC-2025-01333,SEPA Payment,SEPA Payment,Stargate,61408,DC,Aquaman,New,Medium,Medium,Low,Friday,2025-01-10T12:00:03.000000,,,
INC-2025-01334,SEPA Payment,SEPA Payment,Stargate,68756,DC,Aquaman,Closed,Low,Low,Low,Friday,2025-01-10T16:40:44.000000,2025-01-10T17:11:44.000000,2025-01-14T10:26:32.326235,2025-01-14T11:20:32.326235
INC-2025-01335,Domestic Payment,Domestic Payment,STP CAT,17594,DC,Aquaman,Closed,Critical,High,High,Friday,2025-01-10T11:07:54.000000,2025-01-10T12:05:54.000000,2025-01-10T15:14:22.882838,2025-01-10T16:08:22.882838
INC-2025-01336,International Transfer,International Transfer,Stargate,18,Avengers,Thor,Closed,Critical,High,Medium,Friday,2025-01-10T11:09:17.000000,2025-01-10T12:31:17.000000,2025-01-10T14:42:39.534901,2025-01-10T15:30:39.534901
INC-2025-01337,SEPA Payment,SEPA Payment,STP CAT,12989,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-01-10T16:29:59.000000,2025-01-10T17:54:59.000000,2025-01-11T16:12:20.558017,2025-01-11T17:34:20.558017
INC-2025-01338,Domestic Payment,Domestic Payment,STP CAT,11576,People,Kevin Hart,In Progress,High,High,Medium,Friday,2025-01-10T17:38:08.000000,2025-01-10T18:03:08.000000,,
INC-2025-01339,International Transfer,International Transfer,Stargate,25,Avengers,Iron Man,Closed,High,High,High,Friday,2025-01-10T09:58:42.000000,2025-01-10T11:25:42.000000,2025-01-11T00:31:08.747664,2025-01-11T01:54:08.747664
INC-2025-01340,SEPA Payment,SEPA Payment,Stargate,21259,Avengers,Hulk,Closed,Medium,Medium,Medium,Friday,2025-01-10T18:31:13.000000,2025-01-10T18:48:13.000000,2025-01-11T06:08:26.820295,2025-01-11T07:12:26.820295
INC-2025-01341,Proces X,Proces X,SOLEMOS,229,Avengers,Hulk,In Progress,Medium,Low,Medium,Friday,2025-01-10T19:05:42.000000,2025-01-10T19:52:42.000000,,
INC-2025-01342,Proces X,Proces X,SOLEMOS,118,Avengers,Thor,Closed,Medium,Low,Medium,Friday,2025-01-10T14:05:38.000000,2025-01-10T15:07:38.000000,2025-01-11T03:56:49.610283,2025-01-11T04:30:49.610283
INC-2025-01343,Proces X,Proces X,SOLEMOS,162,People,The Rock,Closed,Low,Low,Low,Friday,2025-01-10T12:04:20.000000,2025-01-10T13:28:20.000000,2025-01-14T04:26:02.135626,2025-01-14T04:55:02.135626
INC-2025-01344,International Transfer,International Transfer,Stargate,13,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-01-10T13:51:06.000000,2025-01-10T14:43:06.000000,2025-01-11T14:37:44.780737,2025-01-11T16:02:44.780737
INC-2025-01345,SEPA Payment,SEPA Payment,Stargate,47863,DC,Aquaman,In Progress,Medium,Medium,Low,Friday,2025-01-10T02:12:13.000000,2025-01-10T02:22:13.000000,,
INC-2025-01346,Proces X,Proces X,SOLEMOS,35,People,Kevin Hart,Closed,High,Medium,High,Friday,2025-01-10T19:05:04.000000,2025-01-10T19:23:04.000000,2025-01-10T22:16:30.590765,2025-01-10T23:38:30.590765
INC-2025-01347,Domestic Payment,Domestic Payment,STP CAT,12383,People,Mark,Closed,Medium,Medium,Medium,Friday,2025-01-10T19:24:38.000000,2025-01-10T20:10:38.000000,2025-01-11T15:10:12.872652,2025-01-11T15:47:12.872652
INC-2025-01348,International Transfer,International Transfer,Stargate,50,Avengers,Doctor Strange,Closed,Critical,High,High,Friday,2025-01-10T16:43:50.000000,2025-01-10T17:33:50.000000,2025-01-10T19:48:06.823010,2025-01-10T20:26:06.823010
INC-2025-01349,International Transfer,International Transfer,Stargate,50,Avengers,Hulk,Closed,Low,Low,Low,Friday,2025-01-10T17:43:26.000000,2025-01-10T18:06:26.000000,2025-01-12T09:31:59.154493,2025-01-12T10:41:59.154493
INC-2025-01350,Money Rates,Money Rates,SOLEMOS,8,Avengers,Iron Man,Closed,High,Medium,Medium,Friday,2025-01-10T04:43:45.000000,2025-01-10T06:09:45.000000,2025-01-10T15:41:15.538489,2025-01-10T16:06:15.538489
INC-2025-01351,SEPA Payment,SEPA Payment,Stargate,31066,DC,Dr. X,Closed,Critical,High,High,Friday,2025-01-10T17:29:20.000000,2025-01-10T18:29:20.000000,2025-01-10T20:43:26.959706,2025-01-10T21:36:26.959706
INC-2025-01352,Money Rates,Money Rates,SOLEMOS,5,Avengers,Hulk,Closed,Medium,Medium,Medium,Friday,2025-01-10T18:55:38.000000,2025-01-10T20:02:38.000000,2025-01-11T02:50:54.190440,2025-01-11T04:06:54.190440
INC-2025-01353,Basic Payment,Basic Payment,STP CAT,1427,DC,Punisher,Closed,Medium,Medium,Medium,Friday,2025-01-10T14:04:57.000000,2025-01-10T15:01:57.000000,2025-01-11T17:13:02.531637,2025-01-11T17:51:02.531637
INC-2025-01354,SEPA Payment,SEPA Payment,STP CAT,98430,DC,Batman,Closed,Critical,High,High,Friday,2025-01-10T10:43:33.000000,2025-01-10T11:32:33.000000,2025-01-10T11:54:16.681786,2025-01-10T12:39:16.681786
INC-2025-01355,Basic Payment,Basic Payment,STP CAT,3180,DC,Aquaman,Closed,Medium,Medium,Medium,Friday,2025-01-10T13:13:59.000000,2025-01-10T13:47:59.000000,2025-01-11T11:51:39.456397,2025-01-11T13:06:39.456397
INC-2025-01356,Domestic Payment,Domestic Payment,STP CAT,6383,DC,Batman,Closed,Medium,Low,Medium,Friday,2025-01-10T14:59:24.000000,2025-01-10T15:44:24.000000,2025-01-11T02:37:24.563439,2025-01-11T03:35:24.563439
INC-2025-01357,Domestic Payment,Domestic Payment,STP CAT,10005,People,Kevin Hart,Closed,High,Medium,High,Friday,2025-01-10T07:36:35.000000,2025-01-10T08:48:35.000000,2025-01-10T11:46:27.657155,2025-01-10T12:13:27.657155
INC-2025-01358,Money Rates,Money Rates,SOLEMOS,4,Avengers,Hulk,Closed,High,High,High,Friday,2025-01-10T11:33:55.000000,2025-01-10T12:53:55.000000,2025-01-10T21:36:34.726512,2025-01-10T22:24:34.726512
INC-2025-01359,Basic Payment,Basic Payment,STP CAT,3729,DC,Dr. X,Closed,Medium,Medium,Medium,Friday,2025-01-10T12:09:46.000000,2025-01-10T12:27:46.000000,2025-01-11T19:50:13.939625,2025-01-11T21:03:13.939625
INC-2025-01360,Domestic Payment,Domestic Payment,STP CAT,3841,Avengers,Doctor Strange,Closed,Low,Low,Low,Friday,2025-01-10T10:59:48.000000,2025-01-10T11:23:48.000000,2025-01-12T16:00:57.408929,2025-01-12T16:37:57.408929
INC-2025-01361,Proces X,Proces X,SOLEMOS,32,People,Kevin Hart,Closed,High,High,High,Friday,2025-01-10T17:29:23.000000,2025-01-10T18:30:23.000000,2025-01-11T08:04:15.429892,2025-01-11T08:48:15.429892
INC-2025-01362,Basic Payment,Basic Payment,STP CAT,3883,People,The Rock,In Progress,Low,Low,Low,Friday,2025-01-10T16:19:26.000000,2025-01-10T16:35:26.000000,,
INC-2025-01363,SEPA Payment,SEPA Payment,Stargate,96276,Avengers,Thor,Closed,Low,Low,Low,Friday,2025-01-10T15:09:09.000000,2025-01-10T15:56:09.000000,2025-01-14T08:06:04.188429,2025-01-14T08:39:04.188429
INC-2025-01364,International Transfer,International Transfer,Stargate,11,Avengers,Iron Man,On Hold,Medium,Low,Medium,Friday,2025-01-10T12:46:26.000000,,,
INC-2025-01365,SEPA Payment,SEPA Payment,Stargate,19381,DC,Batman,Closed,High,High,Medium,Friday,2025-01-10T13:01:02.000000,2025-01-10T14:27:02.000000,2025-01-11T00:48:24.445552,2025-01-11T01:50:24.445552
INC-2025-01366,Domestic Payment,Domestic Payment,STP CAT,14982,DC,Dr. X,Closed,Medium,Medium,Medium,Friday,2025-01-10T09:48:06.000000,2025-01-10T10:06:06.000000,2025-01-10T21:37:45.481644,2025-01-10T22:52:45.481644
INC-2025-01367,International Transfer,International Transfer,Stargate,10,Avengers,Doctor Strange,Closed,High,High,High,Friday,2025-01-10T13:18:41.000000,2025-01-10T14:13:41.000000,2025-01-10T17:35:25.737617,2025-01-10T18:08:25.737617
INC-2025-01368,International Transfer,International Transfer,Stargate,44,Avengers,Iron Man,Closed,Medium,Medium,Medium,Friday,2025-01-10T09:09:54.000000,2025-01-10T09:53:54.000000,2025-01-11T16:06:49.936121,2025-01-11T16:34:49.936121
INC-2025-01369,International Transfer,International Transfer,Stargate,49,Avengers,Doctor Strange,Closed,High,High,Medium,Friday,2025-01-10T09:41:25.000000,2025-01-10T10:34:25.000000,2025-01-11T02:14:44.038495,2025-01-11T02:44:44.038495
INC-2025-01370,Basic Payment,Basic Payment,STP CAT,3193,DC,Punisher,Closed,Low,Low,Low,Friday,2025-01-10T08:40:17.000000,2025-01-10T10:04:17.000000,2025-01-11T18:21:45.534371,2025-01-11T19:06:45.534371
INC-2025-01371,SEPA Payment,SEPA Payment,Stargate,6714,Avengers,Iron Man,Closed,Medium,Medium,Medium,Friday,2025-01-10T02:01:48.000000,2025-01-10T02:59:48.000000,2025-01-10T14:51:03.813540,2025-01-10T16:20:03.813540
INC-2025-01372,Proces X,Proces X,SOLEMOS,117,People,Jackie Chan,Closed,Low,Low,Low,Friday,2025-01-10T00:16:44.000000,2025-01-10T00:41:44.000000,2025-01-11T09:42:06.941720,2025-01-11T11:10:06.941720
INC-2025-01373,International Transfer,International Transfer,Stargate,15,Avengers,Iron Man,Closed,Critical,High,Medium,Friday,2025-01-10T14:17:28.000000,2025-01-10T15:38:28.000000,2025-01-10T16:29:44.019026,2025-01-10T17:58:44.019026
INC-2025-01374,Basic Payment,Basic Payment,STP CAT,2631,DC,Batman,Closed,Low,Low,Low,Friday,2025-01-10T15:03:01.000000,2025-01-10T15:14:01.000000,2025-01-14T00:12:05.986997,2025-01-14T01:01:05.986997
INC-2025-01375,SEPA Payment,SEPA Payment,Stargate,27976,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-01-10T12:36:12.000000,2025-01-10T12:52:12.000000,2025-01-11T06:46:00.265052,2025-01-11T07:03:00.265052
INC-2025-01376,Basic Payment,Basic Payment,STP CAT,4660,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Friday,2025-01-10T14:08:25.000000,2025-01-10T14:56:25.000000,2025-01-11T00:03:46.090341,2025-01-11T00:23:46.090341
INC-2025-01377,SEPA Payment,SEPA Payment,STP CAT,45689,Avengers,Hulk,Closed,High,High,High,Friday,2025-01-10T11:41:57.000000,2025-01-10T11:58:57.000000,2025-01-10T20:02:35.421856,2025-01-10T20:50:35.421856
INC-2025-01378,Proces X,Proces X,SOLEMOS,178,People,Mark,In Progress,Medium,Low,Medium,Friday,2025-01-10T19:58:57.000000,2025-01-10T20:37:57.000000,,
INC-2025-01379,Domestic Payment,Domestic Payment,STP CAT,6382,Avengers,Thor,Closed,Medium,Medium,Low,Friday,2025-01-10T16:46:40.000000,2025-01-10T17:52:40.000000,2025-01-11T15:56:28.923987,2025-01-11T16:11:28.923987
INC-2025-01380,SEPA Payment,SEPA Payment,Stargate,73103,DC,Aquaman,Closed,High,Medium,Medium,Friday,2025-01-10T10:40:06.000000,2025-01-10T11:20:06.000000,2025-01-10T21:00:35.604475,2025-01-10T22:10:35.604475
INC-2025-01381,Basic Payment,Basic Payment,STP CAT,2854,DC,Punisher,Closed,High,High,Medium,Friday,2025-01-10T18:30:30.000000,2025-01-10T18:55:30.000000,2025-01-10T21:02:15.460879,2025-01-10T21:50:15.460879
INC-2025-01382,Domestic Payment,Domestic Payment,STP CAT,10913,DC,Dr. X,Closed,Low,Low,Low,Friday,2025-01-10T10:21:42.000000,2025-01-10T11:20:42.000000,2025-01-13T03:15:27.869740,2025-01-13T03:53:27.869740
INC-2025-01383,Domestic Payment,Domestic Payment,STP CAT,10909,Avengers,Doctor Strange,Closed,High,Medium,Medium,Saturday,2025-01-11T12:14:25.000000,2025-01-11T13:19:25.000000,2025-01-11T17:24:29.254951,2025-01-11T18:14:29.254951
INC-2025-01384,SEPA Payment,SEPA Payment,Stargate,28665,DC,Punisher,Closed,High,High,Medium,Saturday,2025-01-11T00:28:21.000000,2025-01-11T01:14:21.000000,2025-01-11T05:17:26.180667,2025-01-11T06:28:26.180667
INC-2025-01385,Money Rates,Money Rates,SOLEMOS,9,Avengers,Hulk,Closed,Medium,Medium,Medium,Saturday,2025-01-11T18:35:53.000000,2025-01-11T19:55:53.000000,2025-01-13T04:18:06.976748,2025-01-13T04:48:06.976748
INC-2025-01386,Money Rates,Money Rates,SOLEMOS,8,Avengers,Doctor Strange,Closed,High,Medium,High,Saturday,2025-01-11T10:09:16.000000,2025-01-11T11:27:16.000000,2025-01-11T17:50:49.729114,2025-01-11T19:07:49.729114
INC-2025-01387,Domestic Payment,Domestic Payment,STP CAT,13444,People,Mark,In Progress,Medium,Medium,Medium,Saturday,2025-01-11T09:31:54.000000,2025-01-11T09:51:54.000000,,
INC-2025-01388,Basic Payment,Basic Payment,STP CAT,3966,DC,Punisher,Closed,Medium,Low,Low,Saturday,2025-01-11T12:33:33.000000,2025-01-11T12:53:33.000000,2025-01-12T07:32:20.903588,2025-01-12T08:10:20.903588
INC-2025-01389,Money Rates,Money Rates,SOLEMOS,8,Avengers,Thor,Closed,Critical,High,High,Saturday,2025-01-11T16:52:08.000000,2025-01-11T17:42:08.000000,2025-01-11T17:51:08.520117,2025-01-11T18:09:08.520117
INC-2025-01390,Money Rates,Money Rates,SOLEMOS,9,Avengers,Thor,Closed,High,Medium,High,Saturday,2025-01-11T16:53:04.000000,2025-01-11T17:41:04.000000,2025-01-12T00:19:33.464873,2025-01-12T00:39:33.464873
INC-2025-01391,International Transfer,International Transfer,Stargate,2,DC,Aquaman,Closed,Critical,High,High,Saturday,2025-01-11T08:46:59.000000,2025-01-11T09:13:59.000000,2025-01-11T11:01:23.828621,2025-01-11T12:19:23.828621
INC-2025-01392,Proces X,Proces X,STP CAT,176,People,Scarlett Johansson,Closed,Low,Low,Low,Saturday,2025-01-11T14:17:51.000000,2025-01-11T15:17:51.000000,2025-01-13T13:11:38.125463,2025-01-13T14:10:38.125463
INC-2025-01393,Money Rates,Money Rates,SOLEMOS,9,DC,Punisher,Closed,Critical,High,High,Saturday,2025-01-11T23:03:23.000000,2025-01-12T00:25:23.000000,2025-01-12T01:49:14.914141,2025-01-12T02:50:14.914141
INC-2025-01394,International Transfer,International Transfer,Stargate,6,Avengers,Iron Man,Closed,Medium,Low,Medium,Saturday,2025-01-11T15:23:09.000000,2025-01-11T16:50:09.000000,2025-01-12T18:13:44.235061,2025-01-12T19:12:44.235061
INC-2025-01395,Domestic Payment,Domestic Payment,STP CAT,334,People,Scarlett Johansson,Closed,Low,Low,Low,Saturday,2025-01-11T06:58:45.000000,2025-01-11T07:47:45.000000,2025-01-12T23:22:03.859457,2025-01-13T00:26:03.859457
INC-2025-01396,SEPA Payment,SEPA Payment,STP CAT,93722,Avengers,Hulk,Closed,Critical,High,High,Saturday,2025-01-11T09:25:19.000000,2025-01-11T09:59:19.000000,2025-01-11T11:25:44.331042,2025-01-11T12:40:44.331042
INC-2025-01397,Money Rates,Money Rates,SOLEMOS,3,Avengers,Doctor Strange,Closed,Critical,High,High,Saturday,2025-01-11T14:34:47.000000,2025-01-11T15:06:47.000000,2025-01-11T17:44:23.895455,2025-01-11T18:29:23.895455
INC-2025-01398,SEPA Payment,SEPA Payment,STP CAT,20399,Avengers,Doctor Strange,Closed,Critical,High,High,Saturday,2025-01-11T11:58:06.000000,2025-01-11T13:00:06.000000,2025-01-11T13:13:02.610498,2025-01-11T14:22:02.610498
INC-2025-01399,International Transfer,International Transfer,Stargate,24,Avengers,Iron Man,Closed,Medium,Medium,Medium,Saturday,2025-01-11T09:46:33.000000,2025-01-11T11:05:33.000000,2025-01-12T16:32:35.405402,2025-01-12T17:31:35.405402
INC-2025-01400,International Transfer,International Transfer,Stargate,13,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Saturday,2025-01-11T08:00:52.000000,2025-01-11T08:10:52.000000,2025-01-11T20:01:23.874140,2025-01-11T20:20:23.874140
INC-2025-01401,Domestic Payment,Domestic Payment,STP CAT,13147,DC,Aquaman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T05:25:00.000000,2025-01-11T06:19:00.000000,2025-01-11T16:11:39.810333,2025-01-11T16:33:39.810333
INC-2025-01402,Proces X,Proces X,SOLEMOS,173,DC,Punisher,Closed,High,High,High,Saturday,2025-01-11T09:22:42.000000,2025-01-11T10:40:42.000000,2025-01-11T22:33:52.476960,2025-01-11T23:16:52.476960
INC-2025-01403,SEPA Payment,SEPA Payment,STP CAT,53828,Avengers,Thor,Closed,Medium,Medium,Low,Saturday,2025-01-11T22:09:02.000000,2025-01-11T23:34:02.000000,2025-01-13T09:00:52.545349,2025-01-13T09:49:52.545349
INC-2025-01404,Money Rates,Money Rates,SOLEMOS,3,Avengers,Hulk,Closed,High,Medium,High,Saturday,2025-01-11T10:47:18.000000,2025-01-11T11:08:18.000000,2025-01-12T01:10:49.323881,2025-01-12T02:16:49.323881
INC-2025-01405,Domestic Payment,Domestic Payment,STP CAT,16403,DC,Batman,Closed,Low,Low,Low,Saturday,2025-01-11T15:15:47.000000,2025-01-11T15:29:47.000000,2025-01-15T05:12:56.354956,2025-01-15T06:30:56.354956
INC-2025-01406,International Transfer,International Transfer,Stargate,3,Avengers,Hulk,Closed,Low,Low,Low,Saturday,2025-01-11T12:44:44.000000,2025-01-11T13:44:44.000000,2025-01-14T17:16:56.276917,2025-01-14T18:40:56.276917
INC-2025-01407,Money Rates,Money Rates,SOLEMOS,5,Avengers,Hulk,New,Critical,High,High,Saturday,2025-01-11T16:30:58.000000,,,
INC-2025-01408,Domestic Payment,Domestic Payment,STP CAT,13888,DC,Batman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T09:07:56.000000,2025-01-11T09:44:56.000000,2025-01-12T17:47:15.390748,2025-01-12T18:05:15.390748
INC-2025-01409,Domestic Payment,Domestic Payment,STP CAT,1791,DC,Dr. X,Closed,Critical,High,High,Saturday,2025-01-11T08:04:50.000000,2025-01-11T09:08:50.000000,2025-01-11T09:49:43.381032,2025-01-11T10:18:43.381032
INC-2025-01410,Proces X,Proces X,SOLEMOS,166,DC,Aquaman,Closed,Medium,Low,Medium,Saturday,2025-01-11T02:38:05.000000,2025-01-11T04:00:05.000000,2025-01-12T15:56:30.143352,2025-01-12T16:16:30.143352
INC-2025-01411,Money Rates,Money Rates,SOLEMOS,3,DC,Batman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T10:45:29.000000,2025-01-11T12:14:29.000000,2025-01-12T12:59:16.879366,2025-01-12T13:41:16.879366
INC-2025-01412,Proces X,Proces X,SOLEMOS,12,Avengers,Thor,Closed,Medium,Medium,Low,Saturday,2025-01-11T16:28:54.000000,2025-01-11T16:44:54.000000,2025-01-13T02:30:57.755354,2025-01-13T03:06:57.755354
INC-2025-01413,Domestic Payment,Domestic Payment,STP CAT,5193,DC,Batman,Closed,Low,Low,Low,Saturday,2025-01-11T01:20:10.000000,2025-01-11T02:25:10.000000,2025-01-12T15:53:12.468368,2025-01-12T16:14:12.468368
INC-2025-01414,Basic Payment,Basic Payment,STP CAT,770,DC,Aquaman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T13:27:18.000000,2025-01-11T13:55:18.000000,2025-01-12T22:24:49.940058,2025-01-12T23:46:49.940058
